1,0,0,1,0,2,0,1,1,0,2,0,1,0,0,1,
1,0,8,2,0,8,8,1,1,4,4,0,2,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,1,4,4,1,0,2,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,4,0,0,0,1,
1,8,8,8,1,0,1,4,4,1,0,1,4,4,4,1,


8,8,8,8,8,2,0,8,15,0,2,4,4,4,4,4,
1,0,0,1,0,2,0,1,1,0,2,0,1,0,0,1,
1,0,8,2,0,8,8,1,1,4,4,0,2,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,1,4,8,1,0,2,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,4,0,0,0,1,
1,8,8,8,1,0,1,4,8,1,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,15,4,4,4,4,4,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,4,4,1,


8,8,8,8,8,2,0,2,2,0,8,15,4,4,4,4,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,4,4,1,


8,8,8,8,8,2,0,2,2,0,8,8,15,4,4,4,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,8,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,4,4,1,


8,8,8,8,8,2,0,2,2,0,8,8,8,15,4,4,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,8,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,4,8,1,


8,8,8,8,8,2,0,2,2,0,8,8,8,8,15,4,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,8,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,8,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,8,8,1,


8,8,8,8,8,2,0,2,2,0,8,8,8,8,8,15,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,8,8,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,8,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,8,8,8,1,


2,4,4,4,4,4,0,2,2,0,2,4,4,4,4,4,
15,0,0,1,0,1,0,2,2,0,2,0,1,0,0,1,
1,0,8,1,0,1,4,4,4,4,4,0,2,4,0,1,
1,0,0,1,4,1,1,0,0,1,1,4,4,0,0,2,
1,4,4,4,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,4,0,1,4,4,1,0,2,1,0,0,1,
1,0,0,0,1,4,4,0,0,1,4,4,0,0,0,1,
1,4,4,4,1,0,1,4,4,4,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,2,4,4,0,2,2,0,2,4,4,4,4,4,
1,0,0,15,0,1,0,2,2,0,2,0,1,0,0,1,
1,0,8,1,0,1,2,4,4,4,4,0,2,4,0,1,
1,0,0,1,4,4,4,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,4,0,1,4,4,4,0,2,1,0,0,1,
1,0,0,0,1,4,1,0,0,1,4,4,0,0,0,1,
1,4,8,8,1,0,1,4,4,1,0,1,4,4,4,4,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,2,4,4,4,4,4,
1,0,0,1,0,15,0,2,2,0,2,0,1,0,0,1,
1,0,8,1,0,1,4,4,4,4,4,0,2,4,0,1,
1,0,0,8,8,1,1,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,4,0,1,4,4,1,0,2,1,0,0,1,
1,0,0,0,1,8,1,0,0,1,4,4,0,0,0,1,
1,4,8,8,1,0,1,4,4,1,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,2,4,4,4,4,4,
1,0,0,1,0,2,0,15,4,0,2,0,1,0,0,1,
1,0,8,2,0,8,8,1,1,4,4,0,2,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,1,4,4,1,0,2,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,4,0,0,0,1,
1,8,8,8,1,0,1,4,4,1,0,1,4,4,4,1,


8,8,8,8,8,2,0,2,2,0,2,4,4,4,4,4,
1,0,0,1,0,2,0,8,15,0,2,0,1,0,0,1,
1,0,8,2,0,8,8,1,1,4,4,0,2,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,4,0,0,2,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,1,4,8,1,0,2,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,4,0,0,0,1,
1,8,8,8,1,0,1,4,8,1,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,2,4,4,4,4,4,
1,0,0,1,0,2,0,2,2,0,15,0,1,0,0,1,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,4,4,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,4,1,0,0,0,1,
1,8,8,8,1,0,1,8,8,1,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,8,8,2,4,4,4,
1,0,0,1,0,2,0,2,2,0,1,0,15,0,0,1,
1,0,8,2,0,8,8,8,8,2,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,8,8,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,1,4,4,4,
1,0,0,1,2,0,8,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,1,8,1,0,0,0,1,
8,8,8,8,1,0,1,8,8,1,0,1,4,4,4,1,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


8,8,8,8,8,2,0,2,2,0,8,8,8,8,8,2,
1,0,0,1,0,2,0,2,2,0,1,0,1,0,0,15,
1,0,8,2,0,8,8,8,8,8,1,0,1,4,0,1,
2,0,0,8,8,1,1,0,0,1,1,8,1,0,0,1,
8,8,8,1,0,0,1,0,0,1,0,0,8,8,8,1,
1,0,0,1,2,0,1,8,8,1,0,8,1,0,0,1,
1,0,0,0,8,8,1,0,0,8,8,1,0,0,0,1,
1,8,8,8,1,0,8,8,8,1,0,1,8,8,8,1;
